Price,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
2022-10-14,137.38291931152344,106.9000015258789,96.55999755859375,225.91452026367188,204.99000549316406,138.3800048828125,106.9000015258789,96.55999755859375,228.55999755859375,204.99000549316406,144.52000427246094,114.95999908447266,100.69000244140625,237.24000549316406,226.25999450683594,138.19000244140625,106.5999984741211,96.37000274658203,228.33999633789062,204.16000366210938,144.30999755859375,114.0999984741211,99.98999786376953,235.5399932861328,224.00999450683594,88598000,67737300,25410700,30198600,94124500
2022-10-17,141.38389587402344,113.79000091552734,99.97000122070312,234.78070068359375,219.35000610351562,142.41000366210938,113.79000091552734,99.97000122070312,237.52999877929688,219.35000610351562,142.89999389648438,114.19000244140625,100.93000030517578,238.9600067138672,221.86000061035156,140.27000427246094,110.08999633789062,98.83000183105469,235.13999938964844,209.4499969482422,141.07000732421875,110.11000061035156,98.86000061035156,235.82000732421875,210.0399932861328,85250900,62782000,28419200,28142300,79428800
2022-10-18,142.7142333984375,116.36000061035156,100.7699966430664,235.73947143554688,220.19000244140625,143.75,116.36000061035156,100.7699966430664,238.5,220.19000244140625,146.6999969482422,119.5199966430664,103.47000122070312,243.92999267578125,229.82000732421875,140.61000061035156,114.79000091552734,99.97000122070312,235.3699951171875,217.25,145.49000549316406,119.05999755859375,103.12999725341797,243.24000549316406,229.5,99136600,65607400,24060700,26329600,75891900
2022-10-19,142.8234405517578,115.06999969482422,99.62999725341797,233.74285888671875,222.0399932861328,143.86000061035156,115.06999969482422,99.62999725341797,236.47999572753906,222.0399932861328,144.9499969482422,116.58999633789062,101.0199966430664,239.61000061035156,222.92999267578125,141.5,113.22000122070312,98.91999816894531,234.2899932861328,217.77999877929688,141.69000244140625,114.70999908447266,100.01000213623047,237.0399932861328,219.8000030517578,61758300,47198100,23811100,19985700,66571500
2022-10-20,142.35682678222656,115.25,99.97000122070312,233.4166717529297,207.27999877929688,143.38999938964844,115.25,99.97000122070312,236.14999389648438,207.27999877929688,145.88999938964844,118.23999786376953,102.31999969482422,241.30999755859375,215.5500030517578,142.64999389648438,113.51000213623047,99.38999938964844,234.8699951171875,202.0,143.02000427246094,113.83000183105469,100.0,235.77000427246094,208.27999877929688,64522000,48795100,25323200,21811000,117798100
2022-10-21,146.20887756347656,119.31999969482422,101.12999725341797,239.3175506591797,214.44000244140625,147.27000427246094,119.31999969482422,101.12999725341797,242.1199951171875,214.44000244140625,147.85000610351562,119.58999633789062,101.30999755859375,243.0,214.66000366210938,142.64999389648438,114.5,97.72000122070312,234.5,203.8000030517578,142.8699951171875,114.79000091552734,97.8499984741211,234.74000549316406,206.4199981689453,86548600,55660500,32458700,26299700,75713800
2022-10-24,148.37315368652344,119.81999969482422,102.5199966430664,244.38821411132812,211.25,149.4499969482422,119.81999969482422,102.5199966430664,247.25,211.25,150.22999572753906,120.38999938964844,102.75,247.83999633789062,213.5,146.0,116.56999969482422,99.9800033569336,241.3000030517578,198.58999633789062,147.19000244140625,119.9800033569336,101.80000305175781,243.75999450683594,205.82000732421875,75981900,49531500,27176400,24911200,100446800
2022-10-25,151.24234008789062,120.5999984741211,104.4800033569336,247.7587432861328,222.4199981689453,152.33999633789062,120.5999984741211,104.4800033569336,250.66000366210938,222.4199981689453,152.49000549316406,121.31999969482422,104.81999969482422,251.0399932861328,224.35000610351562,149.36000061035156,118.94999694824219,102.72000122070312,245.8300018310547,210.0,150.08999633789062,119.6500015258789,102.9000015258789,247.25999450683594,210.10000610351562,74732300,50934600,40611400,34775500,96507900
2022-10-26,148.27389526367188,115.66000366210938,94.93000030517578,228.64259338378906,224.63999938964844,149.35000610351562,115.66000366210938,94.93000030517578,231.32000732421875,224.63999938964844,151.99000549316406,119.3499984741211,98.30999755859375,238.3000030517578,230.60000610351562,148.0399932861328,114.76000213623047,94.69000244140625,230.05999755859375,218.1999969482422,150.9600067138672,116.0,96.43000030517578,231.1699981689453,219.39999389648438,88194300,68802300,88114100,82543200,85012500
2022-10-27,143.7566680908203,110.95999908447266,92.22000122070312,224.12547302246094,225.08999633789062,144.8000030517578,110.95999908447266,92.22000122070312,226.75,225.08999633789062,149.0500030517578,114.12000274658203,95.43000030517578,233.69000244140625,233.80999755859375,144.1300048828125,109.7699966430664,91.80000305175781,225.77999877929688,222.85000610351562,148.07000732421875,113.91999816894531,94.5199966430664,231.0399932861328,229.77000427246094,109180200,129605400,60710900,40424600,61638800
2022-10-28,154.6178436279297,103.41000366210938,96.29000091552734,233.139892578125,228.52000427246094,155.74000549316406,103.41000366210938,96.29000091552734,235.8699951171875,228.52000427246094,157.5,103.95999908447266,96.55000305175781,236.60000610351562,228.86000061035156,147.82000732421875,97.66000366210938,92.12999725341797,226.0500030517578,216.35000610351562,148.1999969482422,97.91000366210938,92.2699966430664,226.24000549316406,225.39999389648438,164762400,223133400,43697300,40647700,69152400
2022-10-31,152.235107421875,102.44000244140625,94.51000213623047,229.4431915283203,227.5399932861328,153.33999633789062,102.44000244140625,94.51000213623047,232.1300048828125,227.5399932861328,154.24000549316406,104.87000274658203,96.02999877929688,234.9199981689453,229.85000610351562,151.9199981689453,100.73999786376953,93.9800033569336,231.14999389648438,221.94000244140625,153.16000366210938,103.55999755859375,95.41999816894531,233.75999450683594,226.19000244140625,97943200,99251400,31675000,28357300,61554300
2022-11-01,149.56451416015625,96.79000091552734,90.47000122070312,225.529052734375,227.82000732421875,150.64999389648438,96.79000091552734,90.47000122070312,228.1699981689453,227.82000732421875,155.4499969482422,104.58000183105469,96.02999877929688,235.74000549316406,237.39999389648438,149.1300048828125,96.05999755859375,90.37000274658203,227.3300018310547,227.27999877929688,155.0800018310547,103.98999786376953,95.44999694824219,234.60000610351562,234.0500030517578,80379300,153370000,47161400,30592300,62688800
2022-11-02,143.98501586914062,92.12000274658203,86.97000122070312,217.55245971679688,214.97999572753906,145.02999877929688,92.12000274658203,86.97000122070312,220.10000610351562,214.97999572753906,152.1699981689453,97.73999786376953,91.18000030517578,231.3000030517578,227.8699951171875,145.0,92.01000213623047,86.87999725341797,220.0399932861328,214.82000732421875,148.9499969482422,97.31999969482422,90.94000244140625,229.4600067138672,226.0399932861328,93604600,135761800,57038300,38407000,63070300
2022-11-03,137.8793182373047,89.30000305175781,83.43000030517578,211.77015686035156,215.30999755859375,138.8800048828125,89.30000305175781,83.43000030517578,214.25,215.30999755859375,142.8000030517578,93.5,86.5199966430664,220.41000366210938,221.1999969482422,138.75,89.0199966430664,83.33999633789062,213.97999572753906,210.13999938964844,142.05999755859375,92.47000122070312,86.31999969482422,220.08999633789062,211.36000061035156,97918500,136683300,61288000,36633900,56538800
2022-11-04,137.61083984375,90.9800033569336,86.58000183105469,218.8275146484375,207.47000122070312,138.3800048828125,90.9800033569336,86.58000183105469,221.38999938964844,207.47000122070312,142.6699981689453,92.44000244140625,86.63999938964844,221.58999633789062,223.8000030517578,134.3800048828125,88.04000091552734,83.70999908447266,213.42999267578125,203.0800018310547,142.08999633789062,91.48999786376953,85.4000015258789,217.5500030517578,222.60000610351562,140814800,129101300,51124900,36789100,98622200
2022-11-07,138.14781188964844,90.52999877929688,88.48999786376953,225.23251342773438,197.0800018310547,138.9199981689453,90.52999877929688,88.48999786376953,227.8699951171875,197.0800018310547,139.14999389648438,92.0999984741211,88.9000015258789,228.41000366210938,208.89999389648438,135.6699981689453,89.04000091552734,86.8499984741211,221.27999877929688,196.66000366210938,137.11000061035156,91.94999694824219,87.27999877929688,221.99000549316406,208.64999389648438,83374600,77495700,34078900,33498000,93916500
2022-11-08,138.72459411621094,89.9800033569336,88.9000015258789,226.220947265625,191.3000030517578,139.5,89.9800033569336,88.9000015258789,228.8699951171875,191.3000030517578,141.42999267578125,91.72000122070312,90.31999969482422,231.64999389648438,195.1999969482422,137.49000549316406,88.2300033569336,87.58999633789062,225.83999633789062,186.75,140.41000366210938,90.79000091552734,88.9000015258789,228.6999969482422,194.02000427246094,89908500,88703400,30429000,28192500,128803400
2022-11-09,134.12033081054688,86.13999938964844,87.31999969482422,221.91139221191406,177.58999633789062,134.8699951171875,86.13999938964844,87.31999969482422,224.50999450683594,177.58999633789062,138.5500030517578,89.4800033569336,89.44000244140625,228.6300048828125,195.88999938964844,134.58999633789062,85.87000274658203,87.27999877929688,224.3300018310547,177.1199951171875,138.5,89.47000122070312,88.44999694824219,227.3699951171875,190.77999877929688,74917800,90796200,31769100,27852900,127062700
2022-11-10,146.0536346435547,96.62999725341797,93.94000244140625,240.16761779785156,190.72000122070312,146.8699951171875,96.62999725341797,93.94000244140625,242.97999572753906,190.72000122070312,146.8699951171875,98.69000244140625,94.38999938964844,243.3300018310547,191.0,139.5,91.6500015258789,91.61000061035156,235.0,180.02999877929688,141.24000549316406,92.94000244140625,92.25,235.42999267578125,189.89999389648438,118854000,173414900,51620100,46268000,132703000
2022-11-11,148.86788940429688,100.79000091552734,96.41000366210938,244.2498321533203,195.97000122070312,149.6999969482422,100.79000091552734,96.41000366210938,247.11000061035156,195.97000122070312,150.00999450683594,101.19000244140625,96.93000030517578,247.99000549316406,196.52000427246094,144.3699951171875,96.66000366210938,93.91999816894531,241.92999267578125,182.58999633789062,145.82000732421875,97.87999725341797,94.69000244140625,242.99000549316406,186.0,93979700,111590500,33090500,34620200,114403600
2022-11-14,147.45578002929688,98.48999786376953,95.69999694824219,238.75416564941406,190.9499969482422,148.27999877929688,98.48999786376953,95.69999694824219,241.5500030517578,190.9499969482422,150.27999877929688,100.12000274658203,96.79000091552734,243.91000366210938,195.72999572753906,147.42999267578125,97.29000091552734,94.51000213623047,239.2100067138672,186.33999633789062,148.97000122070312,98.7699966430664,95.08999633789062,241.99000549316406,192.77000427246094,73374100,99533100,30179500,31123300,92226600
2022-11-15,149.2060089111328,98.94000244140625,98.44000244140625,239.16932678222656,194.4199981689453,150.0399932861328,98.94000244140625,98.44000244140625,241.97000122070312,194.4199981689453,153.58999633789062,103.79000091552734,100.13999938964844,247.0,200.82000732421875,148.55999755859375,97.33999633789062,96.70999908447266,240.02999877929688,192.05999755859375,152.22000122070312,103.20999908447266,98.26000213623047,245.66000366210938,195.8800048828125,89868300,111336300,41640800,31390100,91293800
2022-11-16,147.9629669189453,97.12000274658203,98.8499984741211,239.60543823242188,186.9199981689453,148.7899932861328,97.12000274658203,98.8499984741211,241.72999572753906,186.9199981689453,149.8699951171875,98.48999786376953,99.63999938964844,243.8000030517578,192.57000732421875,147.2899932861328,95.54000091552734,97.63999938964844,240.4199981689453,185.66000366210938,149.1300048828125,96.8499984741211,97.9000015258789,242.7899932861328,191.50999450683594,64218300,87958800,29105200,24093300,66567600
2022-11-17,149.88223266601562,94.8499984741211,98.36000061035156,239.55587768554688,183.1699981689453,150.72000122070312,94.8499984741211,98.36000061035156,241.67999267578125,183.1699981689453,151.47999572753906,96.97000122070312,99.27999877929688,243.25,186.16000366210938,146.14999389648438,94.02999877929688,96.79000091552734,237.6300048828125,180.89999389648438,146.42999267578125,95.37000274658203,96.97000122070312,237.77999877929688,183.9600067138672,80389400,82617900,26052600,23123500,64336000
2022-11-18,150.44906616210938,94.13999938964844,97.43000030517578,239.09991455078125,180.19000244140625,151.2899932861328,94.13999938964844,97.43000030517578,241.22000122070312,180.19000244140625,152.6999969482422,95.98999786376953,98.9000015258789,243.74000549316406,185.19000244140625,149.97000122070312,92.4800033569336,96.37000274658203,239.02999877929688,176.5500030517578,152.30999755859375,95.94999694824219,98.7699966430664,243.50999450683594,185.0500030517578,74829600,72428200,28342300,27613500,76048900
2022-11-21,147.1873016357422,92.45999908447266,95.5999984741211,239.92263793945312,167.8699951171875,148.00999450683594,92.45999908447266,95.5999984741211,242.0500030517578,167.8699951171875,150.3699951171875,95.0199966430664,98.4000015258789,244.6699981689453,176.77000427246094,147.72000122070312,90.58999633789062,95.36000061035156,241.19000244140625,167.5399932861328,150.16000366210938,93.97000122070312,97.29000091552734,241.42999267578125,175.85000610351562,58724100,84330300,21647400,26394700,92882700
2022-11-22,149.34521484375,93.19999694824219,97.05000305175781,242.87643432617188,169.91000366210938,150.17999267578125,93.19999694824219,97.05000305175781,245.02999877929688,169.91000366210938,150.4199981689453,93.3499984741211,97.22000122070312,245.30999755859375,170.9199981689453,146.92999267578125,90.87000274658203,94.05000305175781,240.7100067138672,166.19000244140625,148.1300048828125,92.62000274658203,95.94999694824219,243.58999633789062,168.6300048828125,51804100,62192000,23438500,19665700,78452300
2022-11-23,150.2303009033203,94.12999725341797,98.45999908447266,245.40402221679688,183.1999969482422,151.07000732421875,94.12999725341797,98.45999908447266,247.5800018310547,183.1999969482422,151.8300018310547,94.58000183105469,98.76000213623047,248.27999877929688,183.6199951171875,149.33999633789062,92.83000183105469,97.08999633789062,244.27000427246094,172.5,149.4499969482422,93.23999786376953,97.08999633789062,245.11000061035156,173.57000732421875,58301400,59414700,18868100,19508500,109536700
2022-11-25,147.2867431640625,93.41000366210938,97.45999908447266,245.3148193359375,182.86000061035156,148.11000061035156,93.41000366210938,97.45999908447266,247.49000549316406,182.86000061035156,148.8800048828125,94.43000030517578,98.63999938964844,248.6999969482422,185.1999969482422,147.1199951171875,93.06999969482422,97.4000015258789,246.72999572753906,180.6300048828125,148.30999755859375,93.79000091552734,98.23999786376953,247.30999755859375,185.05999755859375,35195900,35088600,9701400,9200800,50672700
2022-11-28,143.4183807373047,93.94999694824219,96.05000305175781,239.6351776123047,182.9199981689453,144.22000122070312,93.94999694824219,96.05000305175781,241.75999450683594,182.9199981689453,146.63999938964844,96.4000015258789,97.58000183105469,246.64999389648438,188.5,143.3800048828125,93.43000030517578,95.61000061035156,240.8000030517578,179.0,145.13999938964844,93.93000030517578,97.04000091552734,246.0800018310547,179.9600067138672,69246000,74943100,26237500,24778200,92905200
2022-11-29,140.38531494140625,92.41999816894531,95.19000244140625,238.21775817871094,180.8300018310547,141.1699981689453,92.41999816894531,95.19000244140625,240.3300018310547,180.8300018310547,144.80999755859375,94.41000366210938,96.12000274658203,242.7899932861328,186.3800048828125,140.35000610351562,91.44000244140625,94.11000061035156,238.2100067138672,178.75,144.2899932861328,94.04000091552734,95.7300033569336,241.39999389648438,184.99000549316406,83763800,65567300,20061700,17956300,83357100
2022-11-30,147.20718383789062,96.54000091552734,100.98999786376953,252.89756774902344,194.6999969482422,148.02999877929688,96.54000091552734,100.98999786376953,255.13999938964844,194.6999969482422,148.72000122070312,96.54000091552734,101.04000091552734,255.3300018310547,194.75999450683594,140.5500030517578,91.52999877929688,94.41999816894531,239.86000061035156,180.6300048828125,141.39999389648438,92.47000122070312,94.81999969482422,240.57000732421875,182.42999267578125,111380900,102805800,43647500,47594200,109186400
2022-12-01,147.48562622070312,95.5,100.98999786376953,252.45152282714844,194.6999969482422,148.30999755859375,95.5,100.98999786376953,254.69000244140625,194.6999969482422,149.1300048828125,97.2300033569336,102.25,256.1199951171875,198.9199981689453,146.61000061035156,94.91999816894531,100.25,250.9199981689453,191.8000030517578,148.2100067138672,96.98999786376953,101.0199966430664,253.8699951171875,197.0800018310547,71250400,68488000,28687100,26041500,80046200
2022-12-02,146.98841857910156,94.12999725341797,100.44000244140625,252.7786407470703,194.86000061035156,147.80999755859375,94.12999725341797,100.44000244140625,255.02000427246094,194.86000061035156,148.0,95.36000061035156,100.7699966430664,256.05999755859375,196.25,145.64999389648438,93.77999877929688,98.9000015258789,249.69000244140625,191.11000061035156,145.9600067138672,94.4800033569336,99.05000305175781,249.82000732421875,191.77999877929688,65447400,72496400,21480700,21528500,73645900
2022-12-05,145.81497192382812,91.01000213623047,99.4800033569336,248.00099182128906,182.4499969482422,146.6300048828125,91.01000213623047,99.4800033569336,250.1999969482422,182.4499969482422,150.9199981689453,94.05999755859375,101.37999725341797,253.82000732421875,191.27000427246094,145.77000427246094,90.81999969482422,99.0,248.05999755859375,180.5500030517578,147.77000427246094,93.05000305175781,99.4000015258789,252.00999450683594,189.44000244140625,68826400,71535500,24405100,23435300,93122700
2022-12-06,142.1156463623047,88.25,96.9800033569336,242.96563720703125,179.82000732421875,142.91000366210938,88.25,96.9800033569336,245.1199951171875,179.82000732421875,147.3000030517578,91.04000091552734,99.77999877929688,251.86000061035156,183.64999389648438,141.9199981689453,87.9000015258789,96.41999816894531,243.77999877929688,175.3300018310547,147.07000732421875,90.5,99.30000305175781,250.82000732421875,181.22000122070312,64727200,75503600,24910700,22463700,92150800
2022-12-07,140.15660095214844,88.45999908447266,94.94000244140625,242.22222900390625,174.0399932861328,140.94000244140625,88.45999908447266,94.94000244140625,244.3699951171875,174.0399932861328,143.3699951171875,89.88999938964844,96.87999725341797,246.16000366210938,179.3800048828125,140.0,87.4800033569336,94.72000122070312,242.2100067138672,172.22000122070312,142.19000244140625,88.33999633789062,96.41000366210938,244.8300018310547,175.02999877929688,69721100,68086900,31045400,20481500,84213300
2022-12-08,141.85708618164062,90.3499984741211,93.70999908447266,245.22560119628906,173.44000244140625,142.64999389648438,90.3499984741211,93.70999908447266,247.39999389648438,173.44000244140625,143.52000427246094,90.86000061035156,95.58000183105469,248.74000549316406,175.1999969482422,141.10000610351562,87.87999725341797,93.44999694824219,243.05999755859375,169.05999755859375,142.36000061035156,89.23999786376953,95.37999725341797,244.83999633789062,172.1999969482422,62128300,73305900,32213300,22611800,97624500
2022-12-09,141.36981201171875,89.08999633789062,92.83000183105469,243.2630157470703,179.0500030517578,142.16000366210938,89.08999633789062,92.83000183105469,245.4199981689453,179.0500030517578,145.57000732421875,90.30000305175781,94.26000213623047,248.30999755859375,182.5,140.89999389648438,88.62999725341797,92.75,244.16000366210938,173.36000061035156,142.33999633789062,88.9000015258789,93.7699966430664,244.6999969482422,173.83999633789062,76097000,67398500,28225400,20609700,104872300
2022-12-12,143.68685913085938,90.55000305175781,93.30999755859375,250.29067993164062,167.82000732421875,144.49000549316406,90.55000305175781,93.30999755859375,252.50999450683594,167.82000732421875,144.5,90.58000183105469,93.55999755859375,252.5399932861328,177.3699951171875,141.05999755859375,87.87000274658203,91.61000061035156,247.1699981689453,167.52000427246094,142.6999969482422,89.20999908447266,92.70999908447266,247.4499969482422,176.10000610351562,70462700,61999800,29420000,30665100,109794500
2022-12-13,144.6614227294922,92.48999786376953,95.62999725341797,254.6619415283203,160.9499969482422,145.47000122070312,92.48999786376953,95.62999725341797,256.9200134277344,160.9499969482422,149.97000122070312,96.25,99.52999877929688,263.9200134277344,175.0500030517578,144.24000549316406,90.5199966430664,95.02999877929688,253.07000732421875,156.91000366210938,149.5,95.2300033569336,97.76000213623047,261.69000244140625,174.8699951171875,93886200,100212000,40593700,42196900,175862700
2022-12-14,142.4139862060547,91.58000183105469,95.06999969482422,254.95933532714844,156.8000030517578,143.2100067138672,91.58000183105469,95.06999969482422,257.2200012207031,156.8000030517578,146.66000366210938,93.45999908447266,96.87000274658203,262.5899963378906,161.6199951171875,141.16000366210938,89.87000274658203,93.5999984741211,254.30999755859375,155.30999755859375,145.35000610351562,92.5,95.19999694824219,257.1300048828125,159.25,82291200,70298000,28733600,35410900,140682300
2022-12-15,135.74127197265625,88.44999694824219,90.86000061035156,246.8214569091797,157.6699981689453,136.5,88.44999694824219,90.86000061035156,249.00999450683594,157.6699981689453,141.8000030517578,89.97000122070312,93.63999938964844,254.1999969482422,160.92999267578125,136.02999877929688,87.47000122070312,90.01000213623047,247.33999633789062,153.27999877929688,141.11000061035156,89.88999938964844,93.12999725341797,253.72000122070312,153.44000244140625,98931900,84802900,40107000,35560400,122334500
2022-12-16,133.7623291015625,87.86000061035156,90.26000213623047,242.53944396972656,150.22999572753906,134.50999450683594,87.86000061035156,90.26000213623047,244.69000244140625,150.22999572753906,137.64999389648438,89.3499984741211,91.33000183105469,249.83999633789062,160.99000549316406,133.72999572753906,86.7300033569336,89.5199966430664,243.50999450683594,150.0399932861328,136.69000244140625,88.2699966430664,90.76000213623047,248.5500030517578,159.63999938964844,160156900,146144100,58011800,86102000,139032200
2022-12-19,131.63421630859375,84.91999816894531,88.44000244140625,238.33668518066406,149.8699951171875,132.3699951171875,84.91999816894531,88.44000244140625,240.4499969482422,149.8699951171875,135.1999969482422,87.62999725341797,90.55999755859375,245.2100067138672,155.25,131.32000732421875,84.51000213623047,88.20999908447266,238.7100067138672,145.82000732421875,135.11000061035156,87.51000213623047,90.26000213623047,244.86000061035156,154.0,79592600,83531500,29493000,29696400,139390600
2022-12-20,131.5646209716797,85.19000244140625,89.0199966430664,239.67483520507812,137.8000030517578,132.3000030517578,85.19000244140625,89.0199966430664,241.8000030517578,137.8000030517578,133.25,86.61000061035156,89.18000030517578,242.91000366210938,148.47000122070312,129.88999938964844,84.33000183105469,87.44000244140625,238.4199981689453,137.66000366210938,131.38999938964844,85.33000183105469,88.11000061035156,239.39999389648438,146.0500030517578,77432800,74348300,23453800,25150800,159563300
2022-12-21,134.69712829589844,86.7699966430664,89.58000183105469,242.28170776367188,137.57000732421875,135.4499969482422,86.7699966430664,89.58000183105469,244.42999267578125,137.57000732421875,136.80999755859375,87.2300033569336,90.22000122070312,245.6199951171875,141.25999450683594,132.75,85.20999908447266,88.31999969482422,240.11000061035156,135.88999938964844,132.97999572753906,86.18000030517578,89.08000183105469,241.69000244140625,139.33999633789062,85928000,59267200,24745600,23690600,145417400
2022-12-22,131.4949951171875,83.79000091552734,87.76000213623047,236.0965576171875,125.3499984741211,132.22999572753906,83.79000091552734,87.76000213623047,238.19000244140625,125.3499984741211,134.55999755859375,85.68000030517578,88.54000091552734,241.99000549316406,136.6300048828125,130.3000030517578,82.25,86.31999969482422,233.8699951171875,122.26000213623047,134.35000610351562,85.5199966430664,88.16000366210938,241.25999450683594,136.0,77852100,81431300,27658300,28651700,210090300
2022-12-23,131.12705993652344,85.25,89.2300033569336,236.6317901611328,123.1500015258789,131.86000061035156,85.25,89.2300033569336,238.72999572753906,123.1500015258789,132.4199981689453,85.77999877929688,89.55000305175781,238.8699951171875,128.6199951171875,129.63999938964844,82.93000030517578,87.06999969482422,233.94000244140625,121.0199966430664,130.9199981689453,83.25,87.11000061035156,236.11000061035156,126.37000274658203,63814900,57433700,23003000,21207000,166989700
2022-12-27,129.3072509765625,83.04000091552734,87.38999938964844,234.87734985351562,109.0999984741211,130.02999877929688,83.04000091552734,87.38999938964844,236.9600067138672,109.0999984741211,131.41000366210938,85.3499984741211,88.94000244140625,238.92999267578125,119.66999816894531,128.72000122070312,83.0,87.01000213623047,235.8300018310547,108.76000213623047,131.3800048828125,84.97000122070312,88.80000305175781,238.6999969482422,117.5,69007800,57284000,20097300,16688600,208643400
